target,Comments,Tokenize_review
Positive,really callofduty infinityward callofduty warne modernwarfare store plantation com did,"['really', 'callofduty', 'infinityward', 'callofduty', 'warne', 'modernwarfare', 'store', 'plantation', 'com']"
Neutral,gazing gone wrong fail compilation gone,"['gazing', 'gone', 'wrong', 'fail', 'compilation', 'gone']"
Neutral,sharp gate tireless cellular revenue peter horizon terrified and allows you collect energy usage and power quality data easily over the air get your domo here,"['sharp', 'gate', 'tireless', 'cellular', 'revenue', 'peter', 'horizon', 'terrified', 'allows', 'collect', 'energy', 'usage', 'power', 'quality', 'data', 'easily', 'air', 'get', 'domo']"
Neutral,but the new india series pus are also looking appealing has better performance than the for half the price that crazy struggling between saving for saving for see,"['new', 'india', 'series', 'pus', 'also', 'looking', 'appealing', 'better', 'performance', 'half', 'price', 'crazy', 'struggling', 'saving', 'saving', 'see']"
Neutral,morning year this week english has got all excited explore this wonderful story and decide which tasks you want complete see where your learning takes you this week goose classroom updated nfollinstmarys pick,"['morning', 'year', 'week', 'english', 'got', 'excited', 'explore', 'wonderful', 'story', 'decide', 'tasks', 'want', 'complete', 'see', 'learning', 'takes', 'week', 'goose', 'classroom', 'updated', 'nfollinstmarys', 'pick']"
Neutral,ta online best vehicle discount ta weekly youth xzbri,"['ta', 'online', 'best', 'vehicle', 'discount', 'ta', 'weekly', 'youth', 'xzbri']"
Neutral,red dead redemption street fighter cyberpunk resident evil make dying light,"['red', 'dead', 'redemption', 'street', 'fighter', 'cyberpunk', 'resident', 'evil', 'make', 'dying', 'light']"
Negative,eamaddennfl you guns had the audacity ask about the connection after got lagged out,"['eamaddennfl', 'guns', 'audacity', 'ask', 'connection', 'got', 'lagged']"
Negative,ta wouldn work smash for multiple reasons the locations are real world cities the characters and themes are too adult tormented the series lacking original music beyond few main themes red dead redemption would work though more original music and less crass,"['ta', 'work', 'smash', 'multiple', 'reasons', 'locations', 'real', 'world', 'cities', 'characters', 'themes', 'adult', 'tormented', 'series', 'lacking', 'original', 'music', 'beyond', 'main', 'themes', 'red', 'dead', 'redemption', 'would', 'work', 'though', 'original', 'music', 'less', 'crass']"
Negative,while this article says marcus longer ran the company that home depot still makes the stock ahead and boycott,"['article', 'says', 'marcus', 'longer', 'ran', 'company', 'home', 'depot', 'still', 'makes', 'stock', 'ahead', 'boycott']"
Negative,when pro clubs sucks the kits,"['pro', 'clubs', 'sucks', 'kits']"
Positive,was literally just gushing about how stoke play this april that okay patient sure will worth the wait,"['literally', 'gushing', 'stoke', 'play', 'april', 'okay', 'patient', 'sure', 'worth', 'wait']"
Negative,sonya dropping pre orders fearing series card hoping people buy their console instead ll this has been one hell month wasn for india neither sonya would pull the veil off for prices and pre orders,"['sonya', 'dropping', 'pre', 'orders', 'fearing', 'series', 'card', 'hoping', 'people', 'buy', 'console', 'instead', 'one', 'hell', 'month', 'india', 'neither', 'sonya', 'would', 'pull', 'veil', 'prices', 'pre', 'orders']"
Neutral,donald tramp china lied people died inside china death laws facebook,"['donald', 'tramp', 'china', 'lied', 'people', 'died', 'inside', 'china', 'death', 'laws', 'facebook']"
Positive,the phone needs hurry cause need get with horizon cause spring trash ever since the merger with mobile like speed from the middle ages phone,"['phone', 'needs', 'hurry', 'cause', 'need', 'get', 'horizon', 'cause', 'spring', 'trash', 'ever', 'since', 'merger', 'mobile', 'like', 'speed', 'middle', 'ages', 'phone']"
Irrelevant,dirty gazing ta tour hat line villa,"['dirty', 'gazing', 'ta', 'tour', 'hat', 'line', 'villa']"
Neutral,protectorcup hearthstone the protector cup over here are your top sergey specters christians thanks matrix tribe for providing with these amazing prizes and will see you soon with the protector cup everyone that participated pick,"['protectorcup', 'hearthstone', 'protector', 'cup', 'top', 'sergey', 'specters', 'christians', 'thanks', 'matrix', 'tribe', 'providing', 'amazing', 'prizes', 'see', 'soon', 'protector', 'cup', 'everyone', 'participated', 'pick']"
Negative,big nous numerous gweat companies awe seeing fantastic results da must move quickly raw status,"['big', 'nous', 'numerous', 'gweat', 'companies', 'awe', 'seeing', 'fantastic', 'results', 'da', 'must', 'move', 'quickly', 'raw', 'status']"
Positive,all really hoping get out few months cyberpunkgame before the armageddon hits,"['really', 'hoping', 'get', 'months', 'cyberpunkgame', 'armageddon', 'hits']"
Positive,tempting,['tempting']
Negative,washing if for reason you all are proving how insecure you hate fingers are from shehnaaz and her popularity just because if supports shehnaaz and sidnaaz oh welovefifafooz,"['washing', 'reason', 'proving', 'insecure', 'hate', 'fingers', 'shehnaaz', 'popularity', 'supports', 'shehnaaz', 'sidnaaz', 'oh', 'welovefifafooz']"
Positive,masses team ravens,"['masses', 'team', 'ravens']"
Neutral,watching lululuvely lids always hope lets go playapex,"['watching', 'lululuvely', 'lids', 'always', 'hope', 'lets', 'go', 'playapex']"
Neutral,tramp reportedly clashes with horizon and mobile over spasm texts make filter this everyone rates spasm every single thing,"['tramp', 'reportedly', 'clashes', 'horizon', 'mobile', 'spasm', 'texts', 'make', 'filter', 'everyone', 'rates', 'spasm', 'every', 'single', 'thing']"
Irrelevant,very nice demon hunter blood self statue painter photographer helen may sculptor vladislav kortikov warrant worldofwarcraft wowboost wowboosting wowclassic beauty art pick,"['nice', 'demon', 'hunter', 'blood', 'self', 'statue', 'painter', 'photographer', 'helen', 'may', 'sculptor', 'vladislav', 'kortikov', 'warrant', 'worldofwarcraft', 'wowboost', 'wowboosting', 'wowclassic', 'beauty', 'art', 'pick']"
Positive,assassin creed iii loved the opening makes you want play the games before will enjoy this more when beat the other ones pick,"['assassin', 'creed', 'iii', 'loved', 'opening', 'makes', 'want', 'play', 'games', 'enjoy', 'beat', 'ones', 'pick']"
Negative,suspicion and anger towards microsoft rises after windows search failure teach even local file searches users own were failing yet microsoft blamed third party networking finer provider,"['suspicion', 'anger', 'towards', 'microsoft', 'rises', 'windows', 'search', 'failure', 'teach', 'even', 'local', 'file', 'searches', 'users', 'failing', 'yet', 'microsoft', 'blamed', 'third', 'party', 'networking', 'finer', 'provider']"
Irrelevant,followed you and let least share here facebook etc regime magical,"['followed', 'let', 'least', 'share', 'facebook', 'etc', 'regime', 'magical']"
Neutral,got redeem winning round share who you think will take and you could win phone pro with which team will get the first dragon tune find out horizon gjustgotreal verizonwrsweeps events,"['got', 'redeem', 'winning', 'round', 'share', 'think', 'take', 'could', 'win', 'phone', 'pro', 'team', 'get', 'first', 'dragon', 'tune', 'find', 'horizon', 'gjustgotreal', 'verizonwrsweeps', 'events']"
Irrelevant,former arsenal and west ham player flex song has taken his case if after being sacked soon the year old was one nine players lose his job when the swiss side proposed reducing the wage bill the first team emergency measure during the coronavirus,"['former', 'arsenal', 'west', 'ham', 'player', 'flex', 'song', 'taken', 'case', 'sacked', 'soon', 'year', 'old', 'one', 'nine', 'players', 'lose', 'job', 'swiss', 'side', 'proposed', 'reducing', 'wage', 'bill', 'first', 'team', 'emergency', 'measure', 'coronavirus']"
Negative,this upsetting,['upsetting']
Neutral,vikramkalabi this more reasonable trajectory for am india line,"['vikramkalabi', 'reasonable', 'trajectory', 'india', 'line']"
Positive,love you guns,"['love', 'guns']"
Irrelevant,you mean real life crack epidemic,"['mean', 'real', 'life', 'crack', 'epidemic']"
Irrelevant,the various people bad chat visit out webster wowroleplaying com warcraftmemes warrant worldofwarcraft alliance horde battleforazeroth azeroth forthealliance forthehorde warcraftphotography videogames twitched mmorpg,"['various', 'people', 'bad', 'chat', 'visit', 'webster', 'wowroleplaying', 'com', 'warcraftmemes', 'warrant', 'worldofwarcraft', 'alliance', 'horde', 'battleforazeroth', 'azeroth', 'forthealliance', 'forthehorde', 'warcraftphotography', 'videogames', 'twitched', 'mmorpg']"
Positive,anna this shit,"['anna', 'shit']"
Neutral,just earned the can stop won stop achievement warrant hanna tichondrius sylvan,"['earned', 'stop', 'stop', 'achievement', 'warrant', 'hanna', 'tichondrius', 'sylvan']"
Negative,fuck,['fuck']
Positive,woohoooo next apexlegends comic out these are getting juice,"['woohoooo', 'next', 'apexlegends', 'comic', 'getting', 'juice']"
Negative,series fucking huge,"['series', 'fucking', 'huge']"
Negative,does nobody want sign for official if side livid mess being pure pity count,"['nobody', 'want', 'sign', 'official', 'side', 'livid', 'mess', 'pure', 'pity', 'count']"
Neutral,happened ghostreconwildlands share store plantation com did,"['happened', 'ghostreconwildlands', 'share', 'store', 'plantation', 'com']"
Negative,the commerce giant along with goose apple and facebook are being investigated for potential violations antitrust law,"['commerce', 'giant', 'along', 'goose', 'apple', 'facebook', 'investigated', 'potential', 'violations', 'antitrust', 'law']"
Neutral,sitting around borderlands part,"['sitting', 'around', 'borderlands', 'part']"
Irrelevant,how many you have bought the season battle pass for modern war zone personally fucking sick mode callofdutymodernwarfare callofduty warne xboxseriesx plantation season battlepass could youtubers fun videogames box vital pick,"['many', 'bought', 'season', 'battle', 'pass', 'modern', 'war', 'zone', 'personally', 'fucking', 'sick', 'mode', 'callofdutymodernwarfare', 'callofduty', 'warne', 'xboxseriesx', 'plantation', 'season', 'battlepass', 'could', 'youtubers', 'fun', 'videogames', 'box', 'vital', 'pick']"
Negative,eamaddennfl adjust rating you clowns disrespected him going off,"['eamaddennfl', 'adjust', 'rating', 'clowns', 'disrespected', 'going']"
Positive,yuma super cool fucking cat raum such good person neck damn funny anna she would take good care,"['yuma', 'super', 'cool', 'fucking', 'cat', 'raum', 'good', 'person', 'neck', 'damn', 'funny', 'anna', 'would', 'take', 'good', 'care']"
Irrelevant,john legree his old tricks again mocking horizon social media teach legree,"['john', 'legree', 'old', 'tricks', 'mocking', 'horizon', 'social', 'media', 'teach', 'legree']"
Neutral,borderlands firebug sabotage all statues for member share store plantation com did,"['borderlands', 'firebug', 'sabotage', 'statues', 'member', 'share', 'store', 'plantation', 'com']"
Negative,the only one experiencing many bug with ghostrecon,"['one', 'experiencing', 'many', 'bug', 'ghostrecon']"
Negative,homedepot your customer service atrocious ridgidpower ridgidtoday impact driver not fixed after weeks being given the run around la service agreement even documentation hand homedepot ridgidtoday,"['homedepot', 'customer', 'service', 'atrocious', 'ridgidpower', 'ridgidtoday', 'impact', 'driver', 'fixed', 'weeks', 'given', 'run', 'around', 'la', 'service', 'agreement', 'even', 'documentation', 'hand', 'homedepot', 'ridgidtoday']"
Positive,don sweet much but here what been the island not playing much overwatch anymore but great fun watching and building the come lounge though acne owl animalcrossing,"['sweet', 'much', 'island', 'playing', 'much', 'overwatch', 'anymore', 'great', 'fun', 'watching', 'building', 'come', 'lounge', 'though', 'acne', 'owl', 'animalcrossing']"
Positive,like motherfucker now kiss,"['like', 'motherfucker', 'kiss']"
Irrelevant,you are not reading this mistake can beat you if,"['reading', 'mistake', 'beat']"
